Date,VIX_Close,SPX_Close,SPX_DailyReturn
1998/10/15,33.34,1047.49,4.17
1998/10/16,34.82,1056.42,0.85
1998/10/19,33.13,1062.39,0.57
1998/10/20,33.11,1063.93,0.14
1998/10/21,33.21,1069.92,0.56
1998/10/22,31.53,1078.48,0.8
1998/10/23,32.27,1070.67,-0.72
1998/10/26,32.38,1072.32,0.15
1998/10/27,32.95,1065.34,-0.65
1998/10/28,32.42,1068.09,0.26
1998/10/29,29.5,1085.93,1.67
1998/10/30,28.05,1098.67,1.17
1998/11/01,26.01,,
1998/11/02,27.26,1111.6,1.18
1998/11/03,27.76,1110.84,-0.07
1998/11/04,27.37,1118.67,0.7
1998/11/05,26.01,1133.85,1.36
1998/11/06,25.7,1141.01,0.63
1998/11/09,28.09,1130.2,-0.95
1998/11/10,28.17,1128.26,-0.17
1998/11/11,28.47,1120.97,-0.65
1998/11/12,29.28,1117.69,-0.29
1998/11/13,29.03,1125.72,0.72
1998/11/16,28.9,1135.87,0.9
1998/11/17,27.95,1139.32,0.3
1998/11/18,27.13,1144.48,0.45
1998/11/19,25.5,1152.61,0.71
1998/11/20,22.47,1163.55,0.95
1998/11/23,21.84,1188.21,2.12
1998/11/24,23.28,1182.99,-0.44
1998/11/25,22.15,1186.87,0.33
1998/11/27,22.09,1192.33,0.46
1998/11/30,26.01,1163.63,-2.41
1998/12/01,24.97,1175.28,1
1998/12/02,25.43,1171.25,-0.34
1998/12/03,28.7,1150.14,-1.8
1998/12/04,25.31,1176.74,2.31
1998/12/07,24.9,1187.7,0.93
1998/12/08,25.58,1181.38,-0.53
1998/12/09,25.66,1183.49,0.18
1998/12/10,26.81,1165.02,-1.56
1998/12/11,27.72,1166.46,0.12
1998/12/14,31.31,1141.2,-2.17
1998/12/15,29.42,1162.83,1.9
1998/12/16,29.96,1161.94,-0.08
1998/12/17,27.96,1179.98,1.55
1998/12/18,25.04,1188.03,0.68
1998/12/21,23.86,1202.84,1.25
1998/12/22,22.78,1203.57,0.06
1998/12/23,20.21,1228.54,2.07
1998/12/24,21.48,1226.27,-0.18
1998/12/28,23.5,1225.49,-0.06
1998/12/29,22.18,1241.81,1.33
1998/12/30,23.34,1231.93,-0.8
1998/12/31,24.42,1229.23,-0.22
1999/01/01,26.25,,
1999/01/04,26.17,1228.1,-0.09
1999/01/05,24.46,1244.78,1.36
1999/01/06,23.34,1272.34,2.21
1999/01/07,24.37,1269.73,-0.21
1999/01/08,23.28,1275.09,0.42
1999/01/11,25.46,1263.88,-0.88
1999/01/12,28.1,1239.51,-1.93
1999/01/13,30.11,1234.4,-0.41
1999/01/14,32.98,1212.19,-1.8
1999/01/15,29.24,1243.26,2.56
1999/01/19,29.24,1252,0.7
1999/01/20,28.6,1256.62,0.37
1999/01/21,30.92,1235.16,-1.71
1999/01/22,31.95,1225.19,-0.81
1999/01/25,31.13,1233.98,0.72
1999/01/26,29.23,1252.31,1.49
1999/01/27,29.73,1243.17,-0.73
1999/01/28,28.11,1265.37,1.79
1999/01/29,26.25,1279.64,1.13
1999/02/01,27.67,1273,-0.52
1999/02/02,28.16,1261.99,-0.86
1999/02/03,27.88,1272.07,0.8
1999/02/04,29.48,1248.49,-1.85
1999/02/05,29.67,1239.4,-0.73
1999/02/08,30.27,1243.77,0.35
1999/02/09,31.36,1216.14,-2.22
1999/02/10,30.45,1223.55,0.61
1999/02/11,27.42,1254.04,2.49
1999/02/12,29.76,1230.13,-1.91
1999/02/16,29.65,1241.87,0.95
1999/02/17,30.65,1224.03,-1.44
1999/02/18,30.45,1237.28,1.08
1999/02/19,29.3,1239.22,0.16
1999/02/22,25.87,1272.14,2.66
1999/02/23,26.49,1271.18,-0.08
1999/02/24,27.21,1253.41,-1.4
1999/02/25,28.01,1245.02,-0.67
1999/02/26,27.88,1238.33,-0.54
1999/03/01,28.37,1236.16,-0.18
1999/03/02,29.22,1225.5,-0.86
1999/03/03,29.04,1227.7,0.18
1999/03/04,26.67,1246.64,1.54
1999/03/05,24.08,1275.47,2.31
1999/03/08,24.54,1282.73,0.57
1999/03/09,25.02,1279.84,-0.23
1999/03/10,24.79,1286.84,0.55
1999/03/11,24.37,1297.68,0.84
1999/03/12,24.84,1294.59,-0.24
1999/03/15,25.24,1307.26,0.98
1999/03/16,25.15,1306.38,-0.07
1999/03/17,25.57,1297.82,-0.66
1999/03/18,24.13,1316.55,1.44
1999/03/19,24.32,1299.29,-1.31
1999/03/22,25,1297.01,-0.18
1999/03/23,27.27,1262.14,-2.69
1999/03/24,26.6,1268.59,0.51
1999/03/25,24.33,1289.99,1.69
1999/03/26,24.04,1282.8,-0.56
1999/03/29,23.54,1310.17,2.13
1999/03/30,22.73,1300.75,-0.72
1999/03/31,23.26,1286.37,-1.11
1999/04/01,22.06,1293.72,0.57
1999/04/05,22.19,1321.12,2.12
1999/04/06,22.65,1317.89,-0.24
1999/04/07,22.81,1326.89,0.68
1999/04/08,22.59,1343.98,1.29
1999/04/09,21.77,1348.35,0.33
1999/04/12,21.93,1358.63,0.76
1999/04/13,22.73,1349.82,-0.65
1999/04/14,24.94,1328.44,-1.58
1999/04/15,23.93,1322.85,-0.42
1999/04/16,23.9,1319,-0.29
1999/04/19,26.42,1289.48,-2.24
1999/04/20,25.02,1306.17,1.29
1999/04/21,23.31,1336.12,2.29
1999/04/22,22.62,1358.82,1.7
1999/04/23,22.76,1356.85,-0.14
1999/04/26,23.53,1360.04,0.24
1999/04/27,23.36,1362.8,0.2
1999/04/28,24.4,1350.91,-0.87
1999/04/29,25.06,1342.83,-0.6
1999/04/30,25.07,1335.18,-0.57
1999/05/01,25.39,,
1999/05/03,24.15,1354.63,1.46
1999/05/04,25.62,1332,-1.67
1999/05/05,25.19,1347.31,1.15
1999/05/06,27.44,1332.05,-1.13
1999/05/07,25.36,1345,0.97
1999/05/10,26.62,1340.3,-0.35
1999/05/11,25.62,1355.61,1.14
1999/05/12,26.13,1364,0.62
1999/05/13,25.02,1367.56,0.26
1999/05/14,26.86,1337.8,-2.18
1999/05/17,27.28,1339.49,0.13
1999/05/18,27.26,1333.32,-0.46
1999/05/19,25.08,1344.23,0.82
1999/05/20,24.46,1338.83,-0.4
1999/05/21,24.4,1330.29,-0.64
1999/05/24,27.62,1306.65,-1.78
1999/05/25,28.9,1284.4,-1.7
1999/05/26,27.57,1304.76,1.59
1999/05/27,28.12,1281.41,-1.79
1999/05/28,25.39,1301.84,1.59
1999/06/01,26.62,1294.26,-0.58
1999/06/02,26.21,1294.81,0.04
1999/06/03,26.2,1299.54,0.37
1999/06/04,23.43,1327.75,2.17
1999/06/07,23.78,1334.52,0.51
1999/06/08,24.02,1317.33,-1.29
1999/06/09,23.9,1318.64,0.1
1999/06/10,25.32,1302.82,-1.2
1999/06/11,25.9,1293.64,-0.7
1999/06/14,26.51,1294,0.03
1999/06/15,25.91,1301.16,0.55
1999/06/16,22.4,1330.41,2.25
1999/06/17,21.95,1339.9,0.71
1999/06/18,21.75,1342.84,0.22
1999/06/21,21.81,1349,0.46
1999/06/22,21.7,1335.88,-0.97
1999/06/23,21.32,1333.06,-0.21
1999/06/24,23.06,1315.78,-1.3
1999/06/25,21.76,1315.31,-0.04
1999/06/28,22.63,1331.35,1.22
1999/06/29,22.51,1351.45,1.51
1999/06/30,21.09,1372.71,1.57
1999/07/01,19.69,1380.96,0.6
1999/07/02,18.66,1391.22,0.74
1999/07/06,20.73,1388.12,-0.22
1999/07/07,20.35,1395.86,0.56
1999/07/08,20.24,1394.42,-0.1
1999/07/09,17.96,1403.28,0.64
1999/07/12,19.73,1399.1,-0.3
1999/07/13,19.95,1393.56,-0.4
1999/07/14,19.71,1398.17,0.33
1999/07/15,18.68,1409.62,0.82
1999/07/16,17.42,1418.78,0.65
1999/07/19,19.07,1407.65,-0.78
1999/07/20,21.79,1377.1,-2.17
1999/07/21,21.46,1379.29,0.16
1999/07/22,23.05,1360.97,-1.33
1999/07/23,23.32,1356.94,-0.3
1999/07/26,24.98,1347.76,-0.68
1999/07/27,23.23,1362.84,1.12
1999/07/28,22.85,1365.4,0.19
1999/07/29,24.52,1341.03,-1.78
1999/07/30,24.64,1328.72,-0.92
1999/08/01,24.45,,
1999/08/02,25.59,1328.05,-0.05
1999/08/03,26.27,1322.18,-0.44
1999/08/04,27.4,1305.33,-1.27
1999/08/05,27.01,1313.71,0.64
1999/08/06,26.6,1300.29,-1.02
1999/08/09,27.66,1297.8,-0.19
1999/08/10,28.45,1281.43,-1.26
1999/08/11,25.39,1301.93,1.6
1999/08/12,25.03,1298.16,-0.29
1999/08/13,22.31,1327.68,2.27
1999/08/16,23.07,1330.77,0.23
1999/08/17,21.67,1344.16,1.01
1999/08/18,23.3,1332.84,-0.84
1999/08/19,24.39,1323.59,-0.69
1999/08/20,22.95,1336.61,0.98
1999/08/23,22.55,1360.22,1.77
1999/08/24,22.4,1363.5,0.24
1999/08/25,20.96,1381.79,1.34
1999/08/26,21.21,1362.01,-1.43
1999/08/27,21.83,1348.27,-1.01
1999/08/30,24.63,1324.02,-1.8
1999/08/31,24.45,1320.41,-0.27
1999/09/01,22.93,1331.07,0.81
1999/09/02,24.53,1319.11,-0.9
1999/09/03,20.98,1357.24,2.89
1999/09/07,23.44,1350.45,-0.5
1999/09/08,23.82,1344.15,-0.47
1999/09/09,23.01,1347.66,0.26
1999/09/10,22.03,1351.66,0.3
1999/09/13,22.89,1344.13,-0.56
1999/09/14,23.77,1336.29,-0.58
1999/09/15,24.56,1317.97,-1.37
1999/09/16,25.25,1318.48,0.04
1999/09/17,23.3,1335.42,1.28
1999/09/20,24.03,1335.53,0.01
1999/09/21,25.65,1307.58,-2.09
1999/09/22,25.19,1310.51,0.22
1999/09/23,27.84,1280.41,-2.3
1999/09/24,27.79,1277.36,-0.24
1999/09/27,26.4,1283.31,0.47
1999/09/28,26.06,1282.2,-0.09
1999/09/29,26.49,1268.37,-1.08
1999/09/30,25.41,1282.71,1.13
1999/10/01,24.93,1282.81,0.01
1999/10/04,24.46,1304.6,1.7
1999/10/05,24.79,1301.35,-0.25
1999/10/06,22.06,1325.4,1.85
1999/10/07,23.58,1317.64,-0.59
1999/10/08,20.49,1336.02,1.39
1999/10/11,20.63,1335.21,-0.06
1999/10/12,22.84,1313.04,-1.66
1999/10/13,25.96,1285.55,-2.09
1999/10/14,26.05,1283.42,-0.17
1999/10/15,28.75,1247.41,-2.81
1999/10/18,28.19,1254.13,0.54
1999/10/19,26.56,1261.32,0.57
1999/10/20,23.9,1289.43,2.23
1999/10/21,24.02,1283.61,-0.45
1999/10/22,21.64,1301.65,1.41
1999/10/25,23.6,1293.63,-0.62
1999/10/26,24.26,1281.91,-0.91
1999/10/27,24.2,1296.71,1.15
1999/10/28,21.34,1342.44,3.53
1999/10/29,22.2,1362.93,1.53
1999/11/01,22.09,1354.12,-0.65
1999/11/02,23.1,1347.74,-0.47
1999/11/03,23.16,1354.93,0.53
1999/11/04,23,1362.64,0.57
1999/11/05,21.66,1370.23,0.56
1999/11/08,21.87,1377.01,0.49
1999/11/09,22.7,1365.28,-0.85
1999/11/10,22.26,1373.46,0.6
1999/11/11,22.07,1381.46,0.58
1999/11/12,21.65,1396.06,1.06
1999/11/15,22.74,1394.39,-0.12
1999/11/16,20.73,1420.07,1.84
1999/11/17,20.96,1410.71,-0.66
1999/11/18,19.76,1424.94,1.01
1999/11/19,19.11,1422,-0.21
1999/11/22,19.98,1420.94,-0.07
1999/11/23,21,1404.64,-1.15
1999/11/24,20.26,1417.08,0.89
1999/11/26,22.33,1416.62,-0.03
1999/11/29,23.57,1407.83,-0.62
1999/11/30,24.18,1388.91,-1.34
1999/12/01,22.23,1397.72,0.63
1999/12/02,21.77,1409.04,0.81
1999/12/03,19.32,1433.3,1.72
1999/12/06,20.58,1423.33,-0.7
1999/12/07,21.09,1409.17,-0.99
1999/12/08,21.25,1403.88,-0.38
1999/12/09,21.19,1408.11,0.3
1999/12/10,21.48,1417.04,0.63
1999/12/13,21.72,1415.22,-0.13
1999/12/14,23.06,1403.17,-0.85
1999/12/15,22.03,1413.33,0.72
1999/12/16,21.91,1418.78,0.39
1999/12/17,21.35,1421.03,0.16
1999/12/20,23.78,1418.09,-0.21
1999/12/21,22.66,1433.43,1.08
1999/12/22,22.43,1436.13,0.19
1999/12/23,21.12,1458.34,1.55
1999/12/27,23.07,1457.1,-0.09
1999/12/28,22.97,1457.66,0.04
1999/12/29,23.09,1463.46,0.4
1999/12/30,24.76,1464.47,0.07
1999/12/31,24.64,1469.25,0.33
2000/01/01,24.95,,
2000/01/03,24.21,1455.22,-0.95
2000/01/04,27.01,1399.42,-3.83
2000/01/05,26.41,1402.11,0.19
2000/01/06,25.73,1403.45,0.1
2000/01/07,21.72,1441.47,2.71
2000/01/10,21.71,1457.6,1.12
2000/01/11,22.5,1438.56,-1.31
2000/01/12,22.84,1432.25,-0.44
2000/01/13,21.71,1449.68,1.22
2000/01/14,19.66,1465.15,1.07
2000/01/18,21.5,1455.14,-0.68
2000/01/19,21.72,1455.9,0.05
2000/01/20,21.75,1445.57,-0.71
2000/01/21,20.82,1441.36,-0.29
2000/01/24,24.07,1401.53,-2.76
2000/01/25,23.02,1410.03,0.61
2000/01/26,23.03,1404.09,-0.42
2000/01/27,23.54,1398.56,-0.39
2000/01/28,26.14,1360.16,-2.75
2000/01/31,24.95,1394.46,2.52
2000/02/01,23.45,1409.28,1.06
2000/02/02,23.12,1409.12,-0.01
2000/02/03,22.01,1424.97,1.12
2000/02/04,21.54,1424.37,-0.04
2000/02/07,22.79,1424.24,-0.01
2000/02/08,21.25,1441.72,1.23
2000/02/09,22.9,1411.71,-2.08
2000/02/10,23.07,1416.83,0.36
2000/02/11,24.42,1387.12,-2.1
2000/02/14,24.38,1389.94,0.2
2000/02/15,22.92,1402.05,0.87
2000/02/16,23.51,1387.67,-1.03
2000/02/17,23.17,1388.26,0.04
2000/02/18,26,1346.09,-3.04
2000/02/22,25.86,1352.17,0.45
2000/02/23,23.89,1360.69,0.63
2000/02/24,24.38,1353.43,-0.53
2000/02/25,25.2,1333.36,-1.48
2000/02/28,24.68,1348.05,1.1
2000/02/29,23.37,1366.42,1.36
2000/03/01,21.64,1379.19,0.93
2000/03/02,21.06,1381.76,0.19
2000/03/03,19.21,1409.17,1.98
2000/03/06,21.5,1391.28,-1.27
2000/03/07,24.31,1355.62,-2.56
2000/03/08,23.82,1366.7,0.82
2000/03/09,22.21,1401.69,2.56
2000/03/10,21.24,1395.07,-0.47
2000/03/13,22.85,1383.62,-0.82
2000/03/14,24.41,1359.15,-1.77
2000/03/15,22.34,1392.14,2.43
2000/03/16,20.77,1458.47,4.76
2000/03/17,22.37,1464.47,0.41
2000/03/20,22.96,1456.63,-0.54
2000/03/21,21.7,1493.87,2.56
2000/03/22,21.49,1500.64,0.45
2000/03/23,22.26,1527.35,1.78
2000/03/24,23.31,1527.46,0.01
2000/03/27,24.53,1523.86,-0.24
2000/03/28,24.86,1507.73,-1.06
2000/03/29,24.1,1508.52,0.05
2000/03/30,25.47,1487.92,-1.37
2000/03/31,24.11,1498.58,0.72
2000/04/01,26.2,,
2000/04/03,24.03,1505.97,0.49
2000/04/04,27.12,1494.73,-0.75
2000/04/05,28.41,1487.37,-0.49
2000/04/06,27.15,1501.34,0.94
2000/04/07,24.39,1516.35,1
2000/04/10,25.99,1504.46,-0.78
2000/04/11,27.25,1500.59,-0.26
2000/04/12,28.98,1467.17,-2.23
2000/04/13,29.4,1440.51,-1.82
2000/04/14,33.49,1356.56,-5.83
2000/04/17,28.95,1401.44,3.31
2000/04/18,26.12,1441.61,2.87
2000/04/19,27.02,1427.47,-0.98
2000/04/20,25.85,1434.54,0.5
2000/04/24,27.37,1429.86,-0.33
2000/04/25,25.24,1477.44,3.33
2000/04/26,26.97,1460.99,-1.11
2000/04/27,26.19,1464.92,0.27
2000/04/28,26.2,1452.43,-0.85
2000/05/01,25.88,1468.25,1.09
2000/05/02,28.5,1446.29,-1.5
2000/05/03,31.63,1415.1,-2.16
2000/05/04,30.77,1409.57,-0.39
2000/05/05,27.53,1432.63,1.64
2000/05/08,28.2,1424.17,-0.59
2000/05/09,28.93,1412.14,-0.84
2000/05/10,29.87,1383.05,-2.06
2000/05/11,27.76,1407.81,1.79
2000/05/12,26.05,1420.96,0.93
2000/05/15,24.86,1452.36,2.21
2000/05/16,24.34,1466.04,0.94
2000/05/17,23.98,1447.8,-1.24
2000/05/18,23.96,1437.21,-0.73
2000/05/19,25.44,1406.95,-2.11
2000/05/22,26,1400.72,-0.44
2000/05/23,25.87,1373.86,-1.92
2000/05/24,24.32,1399.05,1.83
2000/05/25,24.58,1381.52,-1.25
2000/05/26,24.47,1378.02,-0.25
2000/05/30,23.62,1422.45,3.22
2000/05/31,23.65,1420.6,-0.13
2000/06/01,22.36,1448.81,1.99
2000/06/02,21.48,1477.26,1.96
2000/06/05,22.71,1467.63,-0.65
2000/06/06,23.05,1457.84,-0.67
2000/06/07,22.48,1471.36,0.93
2000/06/08,22.77,1461.67,-0.66
2000/06/09,22.14,1456.95,-0.32
2000/06/12,22.32,1446,-0.75
2000/06/13,21.67,1469.44,1.62
2000/06/14,21.48,1470.54,0.07
2000/06/15,20.68,1478.73,0.56
2000/06/16,20.5,1464.46,-0.97
2000/06/19,20.63,1486,1.47
2000/06/20,20.88,1475.95,-0.68
2000/06/21,20.61,1479.13,0.22
2000/06/22,22,1452.18,-1.82
2000/06/23,22.34,1441.48,-0.74
2000/06/26,22.45,1455.31,0.96
2000/06/27,21.8,1450.55,-0.33
2000/06/28,20.29,1454.82,0.29
2000/06/29,19.7,1442.39,-0.85
2000/06/30,19.54,1454.6,0.85
2000/07/01,20.74,,
2000/07/03,19.83,1469.54,1.03
2000/07/05,21.16,1446.23,-1.59
2000/07/06,20.94,1456.67,0.72
2000/07/07,19.22,1478.9,1.53
2000/07/10,20.33,1475.62,-0.22
2000/07/11,20.11,1480.88,0.36
2000/07/12,20.03,1492.92,0.81
2000/07/13,20.03,1495.84,0.2
2000/07/14,19.32,1509.98,0.95
2000/07/17,19.45,1510.49,0.03
2000/07/18,19.75,1493.74,-1.11
2000/07/19,19.65,1481.96,-0.79
2000/07/20,18.94,1495.57,0.92
2000/07/21,18.94,1480.19,-1.03
2000/07/24,19.92,1464.29,-1.07
2000/07/25,19.39,1474.47,0.7
2000/07/26,19.67,1452.42,-1.5
2000/07/27,19.6,1449.62,-0.19
2000/07/28,20.84,1419.89,-2.05
2000/07/31,20.74,1430.83,0.77
2000/08/01,20.55,1438.1,0.51
2000/08/02,20,1438.7,0.04
2000/08/03,19.99,1452.56,0.96
2000/08/04,18.62,1462.93,0.71
2000/08/07,19.03,1479.32,1.12
2000/08/08,18.79,1482.8,0.24
2000/08/09,19.18,1472.87,-0.67
2000/08/10,19.19,1460.25,-0.86
2000/08/11,18.55,1471.84,0.79
2000/08/14,17.88,1491.56,1.34
2000/08/15,17.98,1484.43,-0.48
2000/08/16,18.02,1479.85,-0.31
2000/08/17,17.48,1496.07,1.1
2000/08/18,17.05,1491.72,-0.29
2000/08/21,17.35,1499.48,0.52
2000/08/22,17.47,1498.13,-0.09
2000/08/23,17.38,1505.97,0.52
2000/08/24,17.04,1508.31,0.16
2000/08/25,16.53,1506.45,-0.12
2000/08/28,16.54,1514.09,0.51
2000/08/29,16.89,1509.84,-0.28
2000/08/30,17.69,1502.59,-0.48
2000/08/31,16.84,1517.68,1
2000/09/01,17.53,1520.77,0.2
2000/09/05,19.82,1507.08,-0.9
2000/09/06,20.79,1492.25,-0.98
2000/09/07,19.42,1502.51,0.69
2000/09/08,18.46,1494.5,-0.53
2000/09/11,18.4,1489.26,-0.35
2000/09/12,18.59,1481.99,-0.49
2000/09/13,18.32,1484.91,0.2
2000/09/14,18.26,1480.87,-0.27
2000/09/15,18.52,1465.81,-1.02
2000/09/18,20.25,1444.51,-1.45
2000/09/19,19.54,1459.9,1.07
2000/09/20,19.93,1451.34,-0.59
2000/09/21,20.18,1449.05,-0.16
2000/09/22,20.74,1448.72,-0.02
2000/09/25,21.41,1439.03,-0.67
2000/09/26,21.88,1427.21,-0.82
2000/09/27,21.67,1426.57,-0.04
2000/09/28,19.47,1458.29,2.22
2000/09/29,20.57,1436.51,-1.49
2000/10/01,23.63,,
2000/10/02,21.23,1436.23,-0.02
2000/10/03,21.85,1426.46,-0.68
2000/10/04,21.54,1434.32,0.55
2000/10/05,21.03,1436.28,0.14
2000/10/06,22.71,1408.99,-1.9
2000/10/09,24.02,1402.03,-0.49
2000/10/10,24.86,1387.02,-1.07
2000/10/11,26.57,1364.59,-1.62
2000/10/12,30.51,1329.78,-2.55
2000/10/13,27.6,1374.17,3.34
2000/10/16,26.79,1374.62,0.03
2000/10/17,27.84,1349.97,-1.79
2000/10/18,28.72,1342.13,-0.58
2000/10/19,25.09,1388.76,3.47
2000/10/20,24.24,1396.93,0.59
2000/10/23,24.69,1395.78,-0.08
2000/10/24,24.28,1398.13,0.17
2000/10/25,26.65,1364.9,-2.38
2000/10/26,28.62,1364.44,-0.03
2000/10/27,26.47,1379.58,1.11
2000/10/30,25.46,1398.66,1.38
2000/10/31,23.63,1429.4,2.2
2000/11/01,24.28,1421.22,-0.57
2000/11/02,23.92,1428.32,0.5
2000/11/03,23.67,1426.69,-0.11
2000/11/06,24.52,1432.19,0.39
2000/11/07,24.91,1431.87,-0.02
2000/11/08,25.66,1409.28,-1.58
2000/11/09,27.2,1400.14,-0.65
2000/11/10,28.53,1365.98,-2.44
2000/11/13,29.06,1351.26,-1.08
2000/11/14,26.81,1382.95,2.35
2000/11/15,26.15,1389.81,0.5
2000/11/16,25.05,1372.32,-1.26
2000/11/17,24.81,1367.72,-0.34
2000/11/20,27.43,1342.62,-1.84
2000/11/21,26.62,1347.35,0.35
2000/11/22,27.71,1322.36,-1.85
2000/11/24,26,1341.77,1.47
2000/11/27,26.93,1348.97,0.54
2000/11/28,27.64,1336.09,-0.95
2000/11/29,27.49,1341.93,0.44
2000/11/30,29.65,1314.95,-2.01
2000/12/01,27.48,1315.23,0.02
2000/12/04,27.78,1324.97,0.74
2000/12/05,24.99,1376.54,3.89
2000/12/06,25.07,1351.46,-1.82
2000/12/07,25.34,1343.55,-0.59
2000/12/08,22.41,1369.89,1.96
2000/12/11,23.51,1380.2,0.75
2000/12/12,24.88,1371.18,-0.65
2000/12/13,23.63,1359.99,-0.82
2000/12/14,24.86,1340.93,-1.4
2000/12/15,26.55,1312.15,-2.15
2000/12/18,27.7,1322.74,0.81
2000/12/19,27.17,1305.6,-1.3
2000/12/20,31.74,1264.74,-3.13
2000/12/21,29.66,1274.86,0.8
2000/12/22,27.55,1305.95,2.44
2000/12/26,28.73,1315.19,0.71
2000/12/27,28.14,1328.92,1.04
2000/12/28,26.57,1334.22,0.4
2000/12/29,26.85,1320.28,-1.04
2001/01/01,22.02,,
2001/01/02,29.99,1283.27,-2.8
2001/01/03,26.6,1347.56,5.01
2001/01/04,26.97,1333.34,-1.06
2001/01/05,28.67,1298.35,-2.62
2001/01/08,29.84,1295.86,-0.19
2001/01/09,27.99,1300.8,0.38
2001/01/10,26.8,1313.27,0.96
2001/01/11,25.79,1326.82,1.03
2001/01/12,24.56,1318.55,-0.62
2001/01/16,25.28,1326.65,0.61
2001/01/17,24.93,1329.47,0.21
2001/01/18,23.37,1347.97,1.39
2001/01/19,23.24,1342.54,-0.4
2001/01/22,23.25,1342.9,0.03
2001/01/23,21.57,1360.4,1.3
2001/01/24,22.03,1364.3,0.29
2001/01/25,22.64,1357.51,-0.5
2001/01/26,22.57,1354.95,-0.19
2001/01/29,22.61,1364.17,0.68
2001/01/30,22.57,1373.73,0.7
2001/01/31,22.02,1366.01,-0.56
2001/02/01,21.66,1373.47,0.55
2001/02/02,21.95,1349.47,-1.75
2001/02/05,22.19,1354.31,0.36
2001/02/06,21.98,1352.26,-0.15
2001/02/07,21.67,1340.89,-0.84
2001/02/08,21.46,1332.53,-0.62
2001/02/09,22.03,1314.76,-1.33
2001/02/12,21.92,1330.31,1.18
2001/02/13,21.37,1318.8,-0.87
2001/02/14,21.52,1315.92,-0.22
2001/02/15,20.27,1326.61,0.81
2001/02/16,22.12,1301.53,-1.89
2001/02/20,24.69,1278.94,-1.74
2001/02/21,25.75,1255.27,-1.85
2001/02/22,26.76,1252.82,-0.2
2001/02/23,27.21,1245.86,-0.56
2001/02/26,25.43,1267.65,1.75
2001/02/27,26.49,1257.94,-0.77
2001/02/28,28.35,1239.94,-1.43
2001/03/01,28.08,1241.23,0.1
2001/03/02,27.43,1234.18,-0.57
2001/03/05,27.12,1241.41,0.59
2001/03/06,25.89,1253.8,1
2001/03/07,24.12,1261.89,0.65
2001/03/08,24.29,1264.74,0.23
2001/03/09,25.62,1233.42,-2.48
2001/03/12,30.32,1180.16,-4.32
2001/03/13,27.55,1197.66,1.48
2001/03/14,29.61,1166.71,-2.58
2001/03/15,28.56,1173.56,0.59
2001/03/16,29.91,1150.53,-1.96
2001/03/19,29.78,1170.81,1.76
2001/03/20,30.96,1142.62,-2.41
2001/03/21,31.93,1122.14,-1.79
2001/03/22,32.84,1117.58,-0.41
2001/03/23,30.45,1139.83,1.99
2001/03/26,29.04,1152.69,1.13
2001/03/27,27.04,1182.17,2.56
2001/03/28,28.58,1153.29,-2.44
2001/03/29,29.17,1147.95,-0.46
2001/03/30,28.64,1160.33,1.08
2001/04/01,25.48,,
2001/04/02,31.21,1145.87,-1.25
2001/04/03,34.72,1106.46,-3.44
2001/04/04,34.07,1103.25,-0.29
2001/04/05,29.94,1151.44,4.37
2001/04/06,31.69,1128.43,-2
2001/04/09,31.91,1137.59,0.81
2001/04/10,29.44,1168.38,2.71
2001/04/11,28.46,1165.89,-0.21
2001/04/12,26.12,1183.5,1.51
2001/04/16,26.33,1179.68,-0.32
2001/04/17,25.61,1191.81,1.03
2001/04/18,24.13,1238.16,3.89
2001/04/19,24.16,1253.69,1.25
2001/04/20,25.38,1242.98,-0.85
2001/04/23,28.16,1224.36,-1.5
2001/04/24,28.49,1209.47,-1.22
2001/04/25,27.4,1228.75,1.59
2001/04/26,25.96,1234.52,0.47
2001/04/27,24.02,1253.05,1.5
2001/04/30,25.48,1249.46,-0.29
2001/05/01,24.2,1266.44,1.36
2001/05/02,24.23,1267.43,0.08
2001/05/03,25.78,1248.58,-1.49
2001/05/04,23.91,1266.61,1.44
2001/05/07,24.86,1263.51,-0.24
2001/05/08,24.44,1261.2,-0.18
2001/05/09,24.35,1255.54,-0.45
2001/05/10,24,1255.18,-0.03
2001/05/11,23.54,1245.67,-0.76
2001/05/14,24.26,1248.92,0.26
2001/05/15,23.71,1249.44,0.04
2001/05/16,21.89,1284.99,2.85
2001/05/17,21.47,1288.49,0.27
2001/05/18,21.23,1291.96,0.27
2001/05/21,20.76,1312.83,1.62
2001/05/22,21.35,1309.38,-0.26
2001/05/23,22.08,1289.05,-1.55
2001/05/24,20.57,1293.17,0.32
2001/05/25,20.6,1277.89,-1.18
2001/05/29,22.14,1267.93,-0.78
2001/05/30,22.76,1248.08,-1.57
2001/05/31,22.64,1255.82,0.62
2001/06/01,21.59,1260.67,0.39
2001/06/04,21.38,1267.11,0.51
2001/06/05,19.58,1283.57,1.3
2001/06/06,20.39,1270.03,-1.05
2001/06/07,19.67,1276.96,0.55
2001/06/08,19.92,1264.96,-0.94
2001/06/11,20.7,1254.39,-0.84
2001/06/12,20.7,1255.85,0.12
2001/06/13,21.45,1241.6,-1.13
2001/06/14,23.12,1219.87,-1.75
2001/06/15,22.81,1214.36,-0.45
2001/06/18,23.17,1208.43,-0.49
2001/06/19,22.34,1212.58,0.34
2001/06/20,21.71,1223.14,0.87
2001/06/21,19.38,1237.04,1.14
