Date,FearGreedIndex,Source,SPX_Close,SPX_DailyReturn
2014/05/07,33,github_archive,1878.21,0.5616
2014/05/08,33,github_archive,1875.63,-0.1374
2014/05/09,42,github_archive,1878.48,0.1519
2014/05/12,45,github_archive,1896.65,0.9673
2014/05/13,39,github_archive,1897.45,0.0422
2014/05/14,38,github_archive,1888.53,-0.4701
2014/05/15,28,github_archive,1870.85,-0.9362
2014/05/16,28,github_archive,1877.86,0.3747
2014/05/19,26,github_archive,1885.08,0.3845
2014/05/20,21,github_archive,1872.83,-0.6498
2014/05/21,29,github_archive,1888.03,0.8116
2014/05/22,36,github_archive,1892.49,0.2362
2014/05/23,37,github_archive,1900.53,0.4248
2014/05/27,40,github_archive,1911.91,0.5988
2014/05/28,42,github_archive,1909.78,-0.1114
2014/05/29,42,github_archive,1920.03,0.5367
2014/05/30,45,github_archive,1923.57,0.1844
2014/06/02,58,github_archive,1924.97,0.0728
2014/06/03,66,github_archive,1924.24,-0.0379
2014/06/04,66,github_archive,1927.88,0.1892
2014/06/05,81,github_archive,1940.46,0.6525
2014/06/06,81,github_archive,1949.44,0.4628
2014/06/09,89,github_archive,1951.27,0.0939
2014/06/10,90,github_archive,1950.79,-0.0246
2014/06/11,88,github_archive,1943.89,-0.3537
2014/06/12,83,github_archive,1930.11,-0.7089
2014/06/13,85,github_archive,1936.16,0.3135
2014/06/16,87,github_archive,1937.78,0.0837
2014/06/17,88,github_archive,1941.99,0.2173
2014/06/18,94,github_archive,1956.98,0.7719
2014/06/19,95,github_archive,1959.48,0.1277
2014/06/20,95,github_archive,1962.87,0.173
2014/06/23,93,github_archive,1962.61,-0.0132
2014/06/24,83,github_archive,1949.98,-0.6435
2014/06/25,83,github_archive,1959.53,0.4898
2014/06/26,77,github_archive,1957.22,-0.1179
2014/06/27,76,github_archive,1960.96,0.1911
2014/06/30,87,github_archive,1960.23,-0.0372
2014/07/01,87,github_archive,1973.32,0.6678
2014/07/02,87,github_archive,1974.62,0.0659
2014/07/03,86,github_archive,1985.44,0.548
2014/07/07,68,github_archive,1977.65,-0.3924
2014/07/08,74,github_archive,1963.71,-0.7049
2014/07/09,62,github_archive,1972.83,0.4644
2014/07/10,56,github_archive,1964.68,-0.4131
2014/07/11,57,github_archive,1967.57,0.1471
2014/07/14,59,github_archive,1977.1,0.4844
2014/07/15,56,github_archive,1973.28,-0.1932
2014/07/16,55,github_archive,1981.57,0.4201
2014/07/17,32,github_archive,1958.12,-1.1834
2014/07/18,46,github_archive,1978.22,1.0265
2014/07/21,37,github_archive,1973.63,-0.232
2014/07/22,38,github_archive,1983.53,0.5016
2014/07/23,39,github_archive,1987.01,0.1754
2014/07/24,42,github_archive,1987.98,0.0488
2014/07/25,34,github_archive,1978.34,-0.4849
2014/07/28,34,github_archive,1978.91,0.0288
2014/07/29,31,github_archive,1969.95,-0.4528
2014/07/30,26,github_archive,1970.07,0.0061
2014/07/31,10,github_archive,1930.67,-1.9999
2014/08/01,5,github_archive,1925.15,-0.2859
2014/08/04,5,github_archive,1938.99,0.7189
2014/08/05,5,github_archive,1920.21,-0.9685
2014/08/06,5,github_archive,1920.24,0.0016
2014/08/07,5,github_archive,1909.57,-0.5557
2014/08/08,10,github_archive,1931.59,1.1531
2014/08/11,7,github_archive,1936.92,0.2759
2014/08/12,8,github_archive,1933.75,-0.1637
2014/08/13,13,github_archive,1946.72,0.6707
2014/08/14,16,github_archive,1955.18,0.4346
2014/08/15,14,github_archive,1955.06,-0.0061
2014/08/18,26,github_archive,1971.74,0.8532
2014/08/19,31,github_archive,1981.6,0.5001
2014/08/20,37,github_archive,1986.51,0.2478
2014/08/21,36,github_archive,1992.37,0.295
2014/08/22,37,github_archive,1988.4,-0.1993
2014/08/25,35,github_archive,1997.92,0.4788
2014/08/26,36,github_archive,2000.02,0.1051
2014/08/27,33,github_archive,2000.12,0.005
2014/08/28,33,github_archive,1996.74,-0.169
2014/08/29,41,github_archive,2003.37,0.332
2014/09/02,48,github_archive,2002.28,-0.0544
2014/09/03,48,github_archive,2000.72,-0.0779
2014/09/04,47,github_archive,1997.65,-0.1534
2014/09/05,50,github_archive,2007.71,0.5036
2014/09/08,47,github_archive,2001.54,-0.3073
2014/09/09,42,github_archive,1988.44,-0.6545
2014/09/10,45,github_archive,1995.69,0.3646
2014/09/11,44,github_archive,1997.45,0.0882
2014/09/12,43,github_archive,1985.54,-0.5963
2014/09/15,38,github_archive,1984.13,-0.071
2014/09/16,37,github_archive,1998.98,0.7484
2014/09/17,42,github_archive,2001.57,0.1296
2014/09/18,37,github_archive,2011.36,0.4891
2014/09/19,36,github_archive,2010.4,-0.0477
2014/09/22,22,github_archive,1994.29,-0.8013
2014/09/23,18,github_archive,1982.77,-0.5777
2014/09/24,17,github_archive,1998.3,0.7832
2014/09/25,8,github_archive,1965.99,-1.6169
2014/09/26,13,github_archive,1982.85,0.8576
2014/09/29,11,github_archive,1977.8,-0.2547
2014/09/30,12,github_archive,1972.29,-0.2786
2014/10/01,7,github_archive,1946.16,-1.3249
2014/10/02,3,github_archive,1946.17,0.0005
2014/10/03,5,github_archive,1967.9,1.1166
2014/10/06,5,github_archive,1964.82,-0.1565
2014/10/07,6,github_archive,1935.1,-1.5126
2014/10/08,4,github_archive,1968.89,1.7462
2014/10/09,3,github_archive,1928.21,-2.0661
2014/10/10,1,github_archive,1906.13,-1.1451
2014/10/13,0,github_archive,1874.74,-1.6468
2014/10/14,2,github_archive,1877.7,0.1579
2014/10/15,1,github_archive,1862.49,-0.81
2014/10/16,2,github_archive,1862.76,0.0145
2014/10/17,7,github_archive,1886.76,1.2884
2014/10/20,5,github_archive,1904.01,0.9143
2014/10/21,7,github_archive,1941.28,1.9574
2014/10/22,8,github_archive,1927.11,-0.7299
2014/10/23,11,github_archive,1950.82,1.2303
2014/10/24,13,github_archive,1964.58,0.7053
2014/10/27,16,github_archive,1961.63,-0.1502
2014/10/28,21,github_archive,1985.05,1.1939
2014/10/29,25,github_archive,1982.3,-0.1385
2014/10/30,31,github_archive,1994.65,0.623
2014/10/31,32,github_archive,2018.05,1.1731
2014/11/03,40,github_archive,2017.81,-0.0119
2014/11/04,40,github_archive,2012.1,-0.283
2014/11/05,49,github_archive,2023.57,0.57
2014/11/06,49,github_archive,2031.21,0.3776
2014/11/07,55,github_archive,2031.92,0.035
2014/11/10,57,github_archive,2038.26,0.312
2014/11/11,58,github_archive,2039.68,0.0697
2014/11/12,56,github_archive,2038.25,-0.0701
2014/11/13,54,github_archive,2039.33,0.053
2014/11/14,53,github_archive,2039.82,0.024
2014/11/17,53,github_archive,2041.32,0.0735
2014/11/18,54,github_archive,2051.8,0.5134
2014/11/19,55,github_archive,2048.72,-0.1501
2014/11/20,59,github_archive,2052.75,0.1967
2014/11/21,59,github_archive,2063.5,0.5237
2014/11/24,62,github_archive,2069.41,0.2864
2014/11/25,62,github_archive,2067.03,-0.115
2014/11/26,63,github_archive,2072.83,0.2806
2014/11/28,59,github_archive,2067.56,-0.2542
2014/12/01,55,github_archive,2053.44,-0.6829
2014/12/02,55,github_archive,2066.55,0.6384
2014/12/03,59,github_archive,2074.33,0.3765
2014/12/04,59,github_archive,2071.92,-0.1162
2014/12/05,61,github_archive,2075.37,0.1665
2014/12/08,55,github_archive,2060.31,-0.7257
2014/12/09,46,github_archive,2059.82,-0.0238
2014/12/10,41,github_archive,2026.14,-1.6351
2014/12/11,37,github_archive,2035.33,0.4536
2014/12/12,31,github_archive,2002.33,-1.6214
2014/12/15,22,github_archive,1989.63,-0.6343
2014/12/16,19,github_archive,1972.74,-0.8489
2014/12/17,21,github_archive,2012.89,2.0352
2014/12/18,33,github_archive,2061.23,2.4015
2014/12/19,33,github_archive,2070.65,0.457
2014/12/22,43,github_archive,2078.54,0.381
2014/12/23,45,github_archive,2082.17,0.1746
2014/12/24,47,github_archive,2081.88,-0.0139
2014/12/26,48,github_archive,2088.77,0.331
2014/12/29,47,github_archive,2090.57,0.0862
2014/12/30,47,github_archive,2080.35,-0.4889
2014/12/31,45,github_archive,2058.9,-1.0311
2015/01/02,37,github_archive,2058.2,-0.034
2015/01/05,30,github_archive,2020.58,-1.8278
2015/01/06,21,github_archive,2002.61,-0.8893
2015/01/07,21,github_archive,2025.9,1.163
2015/01/08,28,github_archive,2062.14,1.7888
2015/01/09,29,github_archive,2044.81,-0.8404
2015/01/12,30,github_archive,2028.26,-0.8094
2015/01/13,29,github_archive,2023.03,-0.2579
2015/01/14,30,github_archive,2011.27,-0.5813
2015/01/15,30,github_archive,1992.67,-0.9248
2015/01/16,26,github_archive,2019.42,1.3424
2015/01/20,25,github_archive,2022.55,0.155
2015/01/21,28,github_archive,2032.12,0.4732
2015/01/22,32,github_archive,2063.15,1.527
2015/01/23,31,github_archive,2051.82,-0.5492
2015/01/26,28,github_archive,2057.09,0.2568
2015/01/27,28,github_archive,2029.55,-1.3388
2015/01/28,26,github_archive,2002.16,-1.3496
2015/01/29,26,github_archive,2021.25,0.9535
2015/01/30,25,github_archive,1994.99,-1.2992
2015/02/02,30,github_archive,2020.85,1.2962
2015/02/03,46,github_archive,2050.03,1.4439
2015/02/04,42,github_archive,2041.51,-0.4156
2015/02/05,50,github_archive,2062.52,1.0291
2015/02/06,52,github_archive,2055.47,-0.3418
2015/02/09,52,github_archive,2046.74,-0.4247
2015/02/10,54,github_archive,2068.59,1.0676
2015/02/11,61,github_archive,2068.53,-0.0029
2015/02/12,64,github_archive,2088.48,0.9645
2015/02/13,73,github_archive,2096.99,0.4075
2015/02/17,77,github_archive,2100.34,0.1598
2015/02/18,79,github_archive,2099.68,-0.0314
2015/02/19,77,github_archive,2097.45,-0.1062
2015/02/20,80,github_archive,2110.3,0.6127
2015/02/23,77,github_archive,2109.66,-0.0303
2015/02/24,75,github_archive,2115.48,0.2759
2015/02/25,77,github_archive,2113.86,-0.0766
2015/02/26,78,github_archive,2110.74,-0.1476
2015/02/27,74,github_archive,2104.5,-0.2956
2015/03/02,74,github_archive,2117.39,0.6125
2015/03/03,66,github_archive,2107.78,-0.4539
2015/03/04,66,github_archive,2098.53,-0.4389
2015/03/05,65,github_archive,2101.04,0.1196
2015/03/06,58,github_archive,2071.26,-1.4174
2015/03/09,58,github_archive,2079.43,0.3944
2015/03/10,52,github_archive,2044.16,-1.6961
2015/03/11,44,github_archive,2040.24,-0.1918
2015/03/12,46,github_archive,2065.95,1.2601
2015/03/13,39,github_archive,2053.4,-0.6075
2015/03/16,42,github_archive,2081.19,1.3534
2015/03/17,40,github_archive,2074.28,-0.332
2015/03/18,39,github_archive,2099.5,1.2158
2015/03/19,43,github_archive,2089.27,-0.4873
2015/03/20,43,github_archive,2108.1,0.9013
2015/03/23,48,github_archive,2104.42,-0.1746
2015/03/24,44,github_archive,2091.5,-0.6139
2015/03/25,44,github_archive,2061.05,-1.4559
2015/03/26,37,github_archive,2056.15,-0.2377
2015/03/27,36,github_archive,2061.02,0.2369
2015/03/30,37,github_archive,2086.24,1.2237
2015/03/31,37,github_archive,2067.89,-0.8796
2015/04/01,35,github_archive,2059.69,-0.3965
2015/04/02,40,github_archive,2066.96,0.353
2015/04/06,43,github_archive,2080.62,0.6609
2015/04/07,48,github_archive,2076.33,-0.2062
2015/04/08,48,github_archive,2081.9,0.2683
2015/04/09,56,github_archive,2091.18,0.4457
2015/04/10,56,github_archive,2102.06,0.5203
2015/04/13,60,github_archive,2092.43,-0.4581
2015/04/14,60,github_archive,2095.84,0.163
2015/04/15,60,github_archive,2106.63,0.5148
2015/04/16,57,github_archive,2104.99,-0.0778
2015/04/17,57,github_archive,2081.18,-1.1311
2015/04/20,55,github_archive,2100.4,0.9235
2015/04/21,59,github_archive,2097.29,-0.1481
2015/04/22,59,github_archive,2107.96,0.5087
2015/04/23,64,github_archive,2112.93,0.2358
2015/04/24,66,github_archive,2117.69,0.2253
2015/04/27,59,github_archive,2108.92,-0.4141
2015/04/28,61,github_archive,2114.76,0.2769
2015/04/29,61,github_archive,2106.85,-0.374
2015/04/30,53,github_archive,2085.51,-1.0129
2015/05/01,61,github_archive,2108.29,1.0923
2015/05/04,61,github_archive,2114.49,0.2941
2015/05/05,58,github_archive,2089.46,-1.1837
2015/05/06,58,github_archive,2080.15,-0.4456
2015/05/07,53,github_archive,2088,0.3774
2015/05/08,58,github_archive,2116.1,1.3458
2015/05/11,53,github_archive,2105.33,-0.509
2015/05/12,49,github_archive,2099.12,-0.295
2015/05/13,55,github_archive,2098.48,-0.0305
2015/05/14,57,github_archive,2121.1,1.0779
2015/05/15,57,github_archive,2122.73,0.0768
2015/05/18,62,github_archive,2129.2,0.3048
2015/05/19,62,github_archive,2127.83,-0.0643
2015/05/20,64,github_archive,2125.85,-0.0931
2015/05/21,64,github_archive,2130.82,0.2338
2015/05/22,60,github_archive,2126.06,-0.2234
2015/05/26,50,github_archive,2104.2,-1.0282
2015/05/27,47,github_archive,2123.48,0.9163
2015/05/28,47,github_archive,2120.79,-0.1267
2015/05/29,43,github_archive,2107.39,-0.6318
2015/06/01,40,github_archive,2111.73,0.2059
2015/06/02,43,github_archive,2109.6,-0.1009
2015/06/03,45,github_archive,2114.07,0.2119
2015/06/04,44,github_archive,2095.84,-0.8623
2015/06/05,40,github_archive,2092.83,-0.1436
2015/06/08,36,github_archive,2079.28,-0.6475
2015/06/09,36,github_archive,2080.15,0.0418
2015/06/10,37,github_archive,2105.2,1.2042
2015/06/11,41,github_archive,2108.86,0.1739
2015/06/12,30,github_archive,2094.11,-0.6994
2015/06/15,26,github_archive,2084.43,-0.4623
2015/06/16,27,github_archive,2096.29,0.569
2015/06/17,26,github_archive,2100.44,0.198
2015/06/18,34,github_archive,2121.24,0.9903
2015/06/19,30,github_archive,2109.99,-0.5304
2015/06/22,42,github_archive,2122.85,0.6095
2015/06/23,49,github_archive,2124.2,0.0636
2015/06/24,36,github_archive,2108.58,-0.7353
2015/06/25,34,github_archive,2102.31,-0.2974
2015/06/26,33,github_archive,2101.49,-0.039
2015/06/29,8,github_archive,2057.64,-2.0866
2015/06/30,11,github_archive,2063.11,0.2658
2015/07/01,18,github_archive,2077.42,0.6936
2015/07/02,16,github_archive,2076.78,-0.0308
2015/07/06,13,github_archive,2068.76,-0.3862
2015/07/07,13,github_archive,2081.34,0.6081
2015/07/08,9,github_archive,2046.68,-1.6653
2015/07/09,12,github_archive,2051.31,0.2262
2015/07/10,14,github_archive,2076.62,1.2338
2015/07/13,24,github_archive,2099.6,1.1066
2015/07/14,24,github_archive,2108.95,0.4453
2015/07/15,30,github_archive,2107.4,-0.0735
2015/07/16,30,github_archive,2124.29,0.8015
2015/07/17,34,github_archive,2126.64,0.1106
2015/07/20,34,github_archive,2128.28,0.0771
2015/07/21,25,github_archive,2119.21,-0.4262
2015/07/22,20,github_archive,2114.15,-0.2388
2015/07/23,15,github_archive,2102.15,-0.5676
2015/07/24,15,github_archive,2079.65,-1.0703
2015/07/27,7,github_archive,2067.64,-0.5775
2015/07/28,17,github_archive,2093.25,1.2386
2015/07/29,21,github_archive,2108.57,0.7319
2015/07/30,21,github_archive,2108.63,0.0028
2015/07/31,20,github_archive,2103.84,-0.2272
2015/08/03,24,github_archive,2098.04,-0.2757
2015/08/04,28,github_archive,2093.32,-0.225
2015/08/05,21,github_archive,2099.84,0.3115
2015/08/06,18,github_archive,2083.56,-0.7753
2015/08/07,10,github_archive,2077.57,-0.2875
2015/08/10,9,github_archive,2104.18,1.2808
2015/08/11,12,github_archive,2084.07,-0.9557
2015/08/12,9,github_archive,2086.05,0.095
2015/08/13,11,github_archive,2083.39,-0.1275
2015/08/14,11,github_archive,2091.54,0.3912
2015/08/17,14,github_archive,2102.44,0.5211
2015/08/18,13,github_archive,2096.92,-0.2626
2015/08/19,13,github_archive,2079.61,-0.8255
2015/08/20,8,github_archive,2035.73,-2.11
2015/08/21,8,github_archive,1970.89,-3.1851
2015/08/24,3,github_archive,1893.21,-3.9414
2015/08/25,9,github_archive,1867.61,-1.3522
2015/08/26,12,github_archive,1940.51,3.9034
2015/08/27,13,github_archive,1987.66,2.4298
2015/08/28,14,github_archive,1988.87,0.0609
2015/08/31,14,github_archive,1972.18,-0.8392
2015/09/01,9,github_archive,1913.85,-2.9576
2015/09/02,13,github_archive,1948.86,1.8293
2015/09/03,11,github_archive,1951.13,0.1165
2015/09/04,10,github_archive,1921.22,-1.533
2015/09/08,13,github_archive,1969.41,2.5083
2015/09/09,13,github_archive,1942.04,-1.3898
2015/09/10,15,github_archive,1952.29,0.5278
2015/09/11,14,github_archive,1961.05,0.4487
2015/09/14,13,github_archive,1953.03,-0.409
2015/09/15,16,github_archive,1978.09,1.2831
2015/09/16,16,github_archive,1995.31,0.8705
2015/09/17,16,github_archive,1990.2,-0.2561
2015/09/18,18,github_archive,1958.03,-1.6164
2015/09/21,23,github_archive,1966.97,0.4566
2015/09/22,31,github_archive,1942.74,-1.2318
2015/09/23,31,github_archive,1938.76,-0.2049
2015/09/24,22,github_archive,1932.24,-0.3363
2015/09/25,18,github_archive,1931.34,-0.0466
2015/09/28,15,github_archive,1881.77,-2.5666
2015/09/29,13,github_archive,1884.09,0.1233
2015/09/30,21,github_archive,1920.03,1.9076
2015/10/01,18,github_archive,1923.82,0.1974
2015/10/02,24,github_archive,1951.36,1.4315
2015/10/05,31,github_archive,1987.05,1.829
2015/10/06,36,github_archive,1979.92,-0.3588
2015/10/07,37,github_archive,1995.83,0.8036
2015/10/08,42,github_archive,2013.43,0.8818
2015/10/09,43,github_archive,2014.89,0.0725
2015/10/12,41,github_archive,2017.46,0.1275
2015/10/13,35,github_archive,2003.69,-0.6825
2015/10/14,35,github_archive,1994.24,-0.4716
2015/10/15,41,github_archive,2023.86,1.4853
2015/10/16,45,github_archive,2033.11,0.457
2015/10/19,47,github_archive,2033.66,0.0271
2015/10/20,51,github_archive,2030.77,-0.1421
2015/10/21,50,github_archive,2018.94,-0.5825
2015/10/22,55,github_archive,2052.51,1.6628
2015/10/23,59,github_archive,2075.15,1.103
2015/10/26,61,github_archive,2071.18,-0.1913
2015/10/27,69,github_archive,2065.89,-0.2554
2015/10/28,69,github_archive,2090.35,1.184
2015/10/29,71,github_archive,2089.41,-0.045
2015/10/30,70,github_archive,2079.36,-0.481
2015/11/02,73,github_archive,2104.05,1.1874
2015/11/03,73,github_archive,2109.79,0.2728
2015/11/04,72,github_archive,2102.31,-0.3545
2015/11/05,73,github_archive,2099.93,-0.1132
2015/11/06,71,github_archive,2099.2,-0.0348
2015/11/09,67,github_archive,2078.58,-0.9823
2015/11/10,66,github_archive,2081.72,0.1511
2015/11/11,63,github_archive,2075,-0.3228
2015/11/12,55,github_archive,2045.97,-1.399
2015/11/13,45,github_archive,2023.04,-1.1207
2015/11/16,50,github_archive,2053.19,1.4903
2015/11/17,48,github_archive,2050.44,-0.1339
2015/11/18,53,github_archive,2083.58,1.6162
2015/11/19,52,github_archive,2081.24,-0.1123
2015/11/20,54,github_archive,2089.17,0.381
2015/11/23,53,github_archive,2086.59,-0.1235
2015/11/24,58,github_archive,2089.14,0.1222
2015/11/25,59,github_archive,2088.87,-0.0129
2015/11/27,58,github_archive,2090.11,0.0594
2015/11/30,58,github_archive,2080.41,-0.4641
2015/12/01,60,github_archive,2102.63,1.0681
2015/12/02,55,github_archive,2079.51,-1.0996
2015/12/03,49,github_archive,2049.62,-1.4374
2015/12/04,58,github_archive,2091.69,2.0526
2015/12/07,47,github_archive,2077.07,-0.699
2015/12/08,38,github_archive,2063.59,-0.649
2015/12/09,35,github_archive,2047.62,-0.7739
2015/12/10,36,github_archive,2052.23,0.2251
2015/12/11,24,github_archive,2012.37,-1.9423
2015/12/14,29,github_archive,2021.94,0.4756
2015/12/15,35,github_archive,2043.41,1.0619
2015/12/16,44,github_archive,2073.07,1.4515
2015/12/17,34,github_archive,2041.89,-1.5041
2015/12/18,29,github_archive,2005.55,-1.7797
2015/12/21,32,github_archive,2021.15,0.7778
2015/12/22,36,github_archive,2038.97,0.8817
2015/12/23,42,github_archive,2064.29,1.2418
2015/12/24,42,github_archive,2060.99,-0.1599
2015/12/28,44,github_archive,2056.5,-0.2179
2015/12/29,51,github_archive,2078.36,1.063
2015/12/30,47,github_archive,2063.36,-0.7217
2015/12/31,45,github_archive,2043.94,-0.9412
2016/01/04,40,github_archive,2012.66,-1.5304
2016/01/05,41,github_archive,2016.71,0.2012
2016/01/06,34,github_archive,1990.26,-1.3115
2016/01/07,25,github_archive,1943.09,-2.37
2016/01/08,17,github_archive,1922.03,-1.0838
2016/01/11,18,github_archive,1923.67,0.0853
2016/01/12,17,github_archive,1938.68,0.7803
2016/01/13,14,github_archive,1890.28,-2.4965
2016/01/14,18,github_archive,1921.84,1.6696
2016/01/15,10,github_archive,1880.33,-2.1599
2016/01/19,11,github_archive,1881.33,0.0532
2016/01/20,9,github_archive,1859.33,-1.1694
2016/01/21,13,github_archive,1868.99,0.5195
2016/01/22,14,github_archive,1906.9,2.0284
2016/01/25,15,github_archive,1877.08,-1.5638
2016/01/26,18,github_archive,1903.63,1.4144
2016/01/27,19,github_archive,1882.95,-1.0863
2016/01/28,21,github_archive,1893.36,0.5529
2016/01/29,27,github_archive,1940.24,2.476
2016/02/01,27,github_archive,1939.38,-0.0443
2016/02/02,23,github_archive,1903.03,-1.8743
2016/02/03,25,github_archive,1912.53,0.4992
2016/02/04,25,github_archive,1915.45,0.1527
2016/02/05,17,github_archive,1880.05,-1.8481
2016/02/08,14,github_archive,1853.44,-1.4154
2016/02/09,20,github_archive,1852.21,-0.0664
2016/02/10,16,github_archive,1851.86,-0.0189
2016/02/11,18,github_archive,1829.08,-1.2301
2016/02/12,24,github_archive,1864.78,1.9518
2016/02/16,34,github_archive,1895.58,1.6517
2016/02/17,45,github_archive,1926.82,1.648
2016/02/18,47,github_archive,1917.83,-0.4666
2016/02/19,50,github_archive,1917.78,-0.0026
2016/02/22,51,github_archive,1945.5,1.4454
2016/02/23,51,github_archive,1921.27,-1.2454
2016/02/24,49,github_archive,1929.8,0.444
2016/02/25,54,github_archive,1951.7,1.1348
2016/02/26,57,github_archive,1948.05,-0.187
2016/02/29,53,github_archive,1932.23,-0.8121
2016/03/01,64,github_archive,1978.35,2.3869
2016/03/02,66,github_archive,1986.45,0.4094
2016/03/03,69,github_archive,1993.4,0.3499
2016/03/04,71,github_archive,1999.99,0.3306
2016/03/07,73,github_archive,2001.76,0.0885
2016/03/08,70,github_archive,1979.26,-1.124
2016/03/09,71,github_archive,1989.26,0.5052
2016/03/10,71,github_archive,1989.57,0.0156
2016/03/11,75,github_archive,2022.19,1.6396
2016/03/14,73,github_archive,2019.64,-0.1261
2016/03/15,73,github_archive,2015.93,-0.1837
2016/03/16,75,github_archive,2027.22,0.56
2016/03/17,78,github_archive,2040.59,0.6595
2016/03/18,79,github_archive,2049.58,0.4406
2016/03/21,78,github_archive,2051.6,0.0986
2016/03/22,78,github_archive,2049.8,-0.0877
2016/03/23,70,github_archive,2036.71,-0.6386
2016/03/24,66,github_archive,2035.94,-0.0378
2016/03/28,64,github_archive,2037.05,0.0545
2016/03/29,68,github_archive,2055.01,0.8817
2016/03/30,71,github_archive,2063.95,0.435
2016/03/31,73,github_archive,2059.74,-0.204
2016/04/01,78,github_archive,2072.78,0.6331
2016/04/04,74,github_archive,2066.13,-0.3208
2016/04/05,67,github_archive,2045.17,-1.0144
2016/04/06,77,github_archive,2066.66,1.0508
2016/04/07,66,github_archive,2041.91,-1.1976
2016/04/08,68,github_archive,2047.6,0.2787
2016/04/11,64,github_archive,2041.99,-0.274
2016/04/12,68,github_archive,2061.72,0.9662
2016/04/13,71,github_archive,2082.42,1.004
2016/04/14,72,github_archive,2082.78,0.0173
2016/04/15,70,github_archive,2080.73,-0.0984
2016/04/18,75,github_archive,2094.34,0.6541
2016/04/19,75,github_archive,2100.8,0.3084
2016/04/20,76,github_archive,2102.4,0.0762
2016/04/21,74,github_archive,2091.48,-0.5194
2016/04/22,74,github_archive,2091.58,0.0048
2016/04/25,70,github_archive,2087.79,-0.1812
2016/04/26,72,github_archive,2091.7,0.1873
2016/04/27,72,github_archive,2095.15,0.1649
2016/04/28,69,github_archive,2075.81,-0.9231
2016/04/29,63,github_archive,2065.3,-0.5063
2016/05/02,71,github_archive,2081.43,0.781
2016/05/03,63,github_archive,2063.37,-0.8677
2016/05/04,57,github_archive,2051.12,-0.5937
2016/05/05,58,github_archive,2050.63,-0.0239
2016/05/06,61,github_archive,2057.14,0.3175
2016/05/09,60,github_archive,2058.69,0.0753
2016/05/10,67,github_archive,2084.39,1.2484
2016/05/11,60,github_archive,2064.46,-0.9562
2016/05/12,61,github_archive,2064.11,-0.0169
2016/05/13,54,github_archive,2046.61,-0.8478
2016/05/16,62,github_archive,2066.66,0.9797
2016/05/17,53,github_archive,2047.21,-0.9411
2016/05/18,55,github_archive,2047.63,0.0205
2016/05/19,51,github_archive,2040.04,-0.3707
2016/05/20,56,github_archive,2052.32,0.602
2016/05/23,54,github_archive,2048.04,-0.2085
2016/05/24,65,github_archive,2076.06,1.3681
2016/05/25,73,github_archive,2090.54,0.6975
2016/05/26,74,github_archive,2090.1,-0.021
2016/05/27,78,github_archive,2099.06,0.4287
2016/05/31,75,github_archive,2096.95,-0.1005
2016/06/01,78,github_archive,2099.33,0.1135
2016/06/02,79,github_archive,2105.26,0.2825
2016/06/03,75,github_archive,2099.13,-0.2912
2016/06/06,80,github_archive,2109.41,0.4897
2016/06/07,81,github_archive,2112.13,0.1289
2016/06/08,80,github_archive,2119.12,0.331
2016/06/09,79,github_archive,2115.48,-0.1718
2016/06/10,61,github_archive,2096.07,-0.9175
2016/06/13,53,github_archive,2079.06,-0.8115
2016/06/14,50,github_archive,2075.32,-0.1799
2016/06/15,50,github_archive,2071.5,-0.1841
2016/06/16,51,github_archive,2077.99,0.3133
2016/06/17,53,github_archive,2071.22,-0.3258
2016/06/20,62,github_archive,2083.25,0.5808
2016/06/21,67,github_archive,2088.9,0.2712
2016/06/22,57,github_archive,2085.45,-0.1652
2016/06/23,77,github_archive,2113.32,1.3364
2016/06/24,42,github_archive,2037.41,-3.592
2016/06/27,37,github_archive,2000.54,-1.8097
2016/06/28,47,github_archive,2036.09,1.777
2016/06/29,60,github_archive,2070.77,1.7033
2016/06/30,64,github_archive,2098.86,1.3565
2016/07/01,71,github_archive,2102.95,0.1949
2016/07/05,67,github_archive,2088.55,-0.6847
2016/07/06,70,github_archive,2099.73,0.5353
2016/07/07,69,github_archive,2097.9,-0.0872
2016/07/08,78,github_archive,2129.9,1.5253
2016/07/11,83,github_archive,2137.16,0.3409
2016/07/12,88,github_archive,2152.14,0.7009
2016/07/13,86,github_archive,2152.43,0.0135
2016/07/14,90,github_archive,2163.75,0.5259
2016/07/15,89,github_archive,2161.74,-0.0929
2016/07/18,91,github_archive,2166.89,0.2382
2016/07/19,87,github_archive,2163.78,-0.1435
2016/07/20,90,github_archive,2173.02,0.427
2016/07/21,85,github_archive,2165.17,-0.3613
2016/07/22,86,github_archive,2175.03,0.4554
2016/07/25,85,github_archive,2168.48,-0.3011
2016/07/26,85,github_archive,2169.18,0.0323
2016/07/27,82,github_archive,2166.58,-0.1199
2016/07/28,82,github_archive,2170.06,0.1606
2016/07/29,79,github_archive,2173.6,0.1631
2016/08/01,77,github_archive,2170.84,-0.127
2016/08/02,77,github_archive,2157.03,-0.6362
2016/08/03,81,github_archive,2163.79,0.3134
2016/08/04,80,github_archive,2164.25,0.0213
2016/08/05,86,github_archive,2182.87,0.8603
2016/08/08,84,github_archive,2180.89,-0.0907
2016/08/09,80,github_archive,2181.74,0.039
2016/08/10,74,github_archive,2175.49,-0.2865
2016/08/11,80,github_archive,2185.79,0.4735
2016/08/12,75,github_archive,2184.05,-0.0796
